# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jul 27 09:27:49 2018
#
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
1479,0.051000,,,0,,,,,3810.00,150.00,-150.00,0,0.51,0.02,-0.02,0
1480,,,,,,,,,5717.00,71.36,-82.51,0,0.98,0.22,-0.08,0
1481,,,,,,,,,5545.00,85.54,-95.15,0,0.89,0.12,-0.06,0
1482,,,,,,,,,5949.00,144.60,-218.38,0,1.09,0.27,-0.14,0
1483,,,,,,,,,5850.00,65.89,-56.44,0,1.10,0.15,-0.13,0
1484,,,,,,,,,4985.00,53.00,-45.04,0,0.75,0.03,-0.05,0
1485,,,,,,,,,4985.00,53.00,-45.04,0,0.75,0.03,-0.05,0
1486,,,,,,,,,4985.00,53.00,-45.04,0,0.75,0.03,-0.05,0
1487,,,,,,,,,6018.00,134.73,-186.81,0,1.12,0.31,-0.14,0
1488,,,,,,,,,6129.00,67.94,-69.29,0,1.36,0.27,-0.19,0
1489,,,,,,,,,5502.00,168.32,-93.92,0,0.87,0.10,-0.07,0
1490,,,,,,,,,5839.00,79.16,-73.45,0,0.99,0.15,-0.08,0
1491,,,,,,,,,5053.00,113.64,-67.62,0,0.77,0.04,-0.04,0
1492,0.099000,,,0,,,,,6239.00,94.00,-94.00,0,1.36,0.02,-0.02,0
1493,0.162000,,,0,,,,,6239.00,94.00,-94.00,0,1.36,0.02,-0.02,0
1494,0.448000,,,0,,,,,6239.00,94.00,-94.00,0,1.36,0.02,-0.02,0
1495,,,,,,,,,5961.00,131.56,-192.48,0,1.08,0.30,-0.14,0
1496,,,,,,,,,5006.00,48.34,-44.49,0,0.77,0.03,-0.03,0
1497,,,,,,,,,5771.00,101.71,-103.42,0,0.98,0.17,-0.09,0
1498,,,,,,,,,5213.00,61.90,-74.37,0,0.80,0.05,-0.05,0
1499,,,,,,,,,5791.00,109.18,-145.15,0,0.98,0.18,-0.09,0
1500,,,,,,,,,4630.00,42.63,-41.20,0,0.69,0.03,-0.05,0
1501,,,,,,,,,5044.00,49.22,-50.99,0,0.76,0.04,-0.05,0
1502,,,,,,,,,6096.00,119.67,-215.90,0,1.20,0.37,-0.17,0
1503,,,,,,,,,5904.00,68.91,-79.21,0,1.09,0.36,-0.12,0
1504,,,,,,,,,5998.00,88.20,-88.22,0,1.15,0.32,-0.12,0
1505,0.125000,,,0,,,,,6106.00,106.00,-106.00,0,1.36,0.04,-0.04,0
1506,0.200000,,,0,,,,,6106.00,106.00,-106.00,0,1.36,0.04,-0.04,0
1507,0.280000,,,0,,,,,6106.00,106.00,-106.00,0,1.36,0.04,-0.04,0
1508,,,,,,,,,5047.00,40.17,-34.17,0,3.38,0.30,-0.41,0
1509,,,,,,,,,6143.00,81.37,-88.49,0,1.23,0.18,-0.13,0
1510,,,,,,,,,5926.00,95.26,-135.18,0,1.09,0.27,-0.11,0
1511,,,,,,,,,5566.00,77.45,-71.25,0,0.91,0.12,-0.06,0
1512,,,,,,,,,6179.00,54.41,-48.15,0,2.17,0.13,-0.12,0
1513,,,,,,,,,6296.00,202.94,-214.87,0,1.36,0.60,-0.23,0
1514,,,,,,,,,6188.00,65.25,-55.24,0,1.21,0.14,-0.10,0
1515,,,,,,,,,5578.00,82.21,-68.73,0,0.92,0.06,-0.05,0
1516,,,,,,,,,6074.00,112.24,-128.32,0,1.16,0.35,-0.13,0
1517,,,,,,,,,6221.00,97.80,-110.44,0,1.33,0.62,-0.19,0
1518,,,,,0.09700,0.01900,-0.01900,0,6090.00,,,0,1.55,,,0
1519,,,,,0.10500,0.01000,-0.01000,0,6090.00,,,0,1.55,,,0
1520,,,,,,,,,6227.00,121.69,-156.51,0,1.32,0.59,-0.20,0
1521,,,,,,,,,5353.00,86.50,-93.58,0,0.83,0.06,-0.05,0
1522,,,,,,,,,5504.00,81.08,-78.70,0,0.89,0.11,-0.06,0
1523,,,,,,,,,6175.00,183.18,-233.53,0,1.25,0.51,-0.20,0
1524,,,,,,,,,5123.00,62.80,-83.53,0,0.79,0.05,-0.04,0
1525,,,,,,,,,6170.00,67.21,-62.49,0,1.28,0.12,-0.09,0
1526,,,,,,,,,5753.00,74.56,-79.20,0,0.98,0.20,-0.07,0
1527,,,,,,,,,5715.00,93.97,-83.95,0,0.94,0.13,-0.07,0
1528,,,,,,,,,6132.00,87.95,-135.79,0,1.29,0.54,-0.17,0
1529,,,,,,,,,6080.00,245.65,-268.17,0,1.17,0.37,-0.18,0
1530,0.131000,,,0,,,,,5770.00,83.00,-83.00,0,1.64,0.05,-0.05,0
1531,0.393000,,,0,,,,,5770.00,83.00,-83.00,0,1.64,0.05,-0.05,0
1532,,,,,,,,,5660.00,114.11,-108.37,0,0.93,0.13,-0.07,0
1533,,,,,,,,,5216.00,81.36,-108.14,0,0.80,0.05,-0.05,0
1534,,,,,,,,,5556.00,63.00,-77.30,0,0.93,0.14,-0.06,0
1535,,,,,,,,,6241.00,114.93,-99.80,0,1.28,0.55,-0.18,0
1536,,,,,,,,,5776.00,152.50,-137.20,0,0.97,0.16,-0.09,0
1537,,,,,,,,,5486.00,70.55,-100.36,0,0.89,0.10,-0.06,0
1538,,,,,,,,,5359.00,98.28,-120.32,0,0.83,0.07,-0.05,0
1539,,,,,,,,,5818.00,83.49,-92.17,0,0.99,0.16,-0.09,0
1540,,,,,,,,,6339.00,64.06,-65.86,0,2.00,0.34,-0.35,0
1541,,,,,,,,,5609.00,92.88,-129.75,0,0.91,0.13,-0.06,0
1542,0.079000,,,0,,,,,5884.00,75.00,-75.00,0,1.13,0.03,-0.03,0
1543,0.178000,0.005000,-0.005000,0,,,,,5884.00,75.00,-75.00,0,1.13,0.03,-0.03,0
1544,0.377000,,,0,,,,,5884.00,75.00,-75.00,0,1.13,0.03,-0.03,0
1545,,,,,,,,,6130.00,87.31,-108.91,0,1.79,0.38,-0.41,0
1546,,,,,,,,,5188.00,55.60,-60.07,0,0.81,0.05,-0.04,0
1547,,,,,,,,,5236.00,58.55,-77.09,0,0.82,0.06,-0.04,0
1548,,,,,,,,,5771.00,85.68,-110.62,0,1.00,0.24,-0.09,0
1549,,,,,,,,,5259.00,97.24,-121.88,0,0.81,0.05,-0.05,0
1550,,,,,,,,,5701.00,138.16,-175.79,0,0.96,0.17,-0.09,0
1551,,,,,,,,,5727.00,140.59,-132.91,0,0.97,0.22,-0.09,0
1552,,,,,,,,,5884.00,77.63,-103.16,0,1.08,0.29,-0.11,0
1553,,,,,,,,,3468.00,33.65,-30.71,0,0.34,0.03,-0.03,0
1554,,,,,,,,,5235.00,99.72,-154.88,0,0.80,0.06,-0.05,0
1555,,,,,0.05100,0.01100,-0.01100,0,5685.00,74.00,-74.00,0,1.03,0.10,-0.10,0
1556,,,,,0.02600,0.01900,-0.01900,0,5685.00,74.00,-74.00,0,1.03,0.10,-0.10,0
1557,,,,,,,,,5549.00,136.60,-124.53,0,0.88,0.10,-0.07,0
1558,,,,,,,,,5748.00,87.26,-72.30,0,1.40,0.30,-0.30,0
1559,,,,,,,,,5748.00,87.26,-72.30,0,1.40,0.30,-0.30,0
1560,,,,,,,,,5719.00,71.88,-58.57,0,0.92,0.03,-0.03,0
1561,,,,,,,,,5453.00,82.15,-76.05,0,0.85,0.03,-0.03,0
1562,,,,,,,,,4188.00,92.28,-113.71,0,0.59,0.02,-0.02,0
1563,,,,,,,,,4861.00,81.92,-112.47,0,0.75,0.03,-0.03,0
1564,,,,,,,,,5884.00,97.80,-96.34,0,1.12,0.17,-0.12,0
1565,,,,,,,,,5144.00,84.20,-69.20,0,0.79,0.04,-0.04,0
1566,,,,,,,,,4598.00,63.77,-51.73,0,0.70,0.02,-0.03,0
1567,,,,,,,,,3655.00,45.46,-50.09,0,0.54,0.02,-0.02,0
1568,0.067000,,,0,,,,,6003.00,146.00,-146.00,0,1.18,0.23,-0.23,0
1569,0.068000,,,0,,,,,6003.00,146.00,-146.00,0,1.18,0.23,-0.23,0
1570,0.136000,,,0,,,,,6003.00,146.00,-146.00,0,1.18,0.23,-0.23,0
1571,,,,,,,,,6003.00,146.00,-146.00,0,1.18,0.23,-0.23,0
1572,,,,,,,,,4817.00,51.95,-67.43,0,0.74,0.03,-0.03,0
1573,,,,,,,,,4094.00,91.20,-86.13,0,0.53,0.06,-0.04,0
1574,,,,,,,,,4094.00,91.20,-86.13,0,0.53,0.06,-0.04,0
1575,,,,,,,,,5488.00,151.55,-103.39,0,0.87,0.11,-0.07,0
1576,,,,,,,,,6169.00,74.24,-59.83,0,1.40,0.30,-0.21,0
1577,,,,,,,,,4776.00,54.15,-70.56,0,0.73,0.02,-0.03,0
1578,,,,,,,,,5550.00,82.37,-93.24,0,0.91,0.13,-0.06,0
1579,,,,,,,,,6725.00,280.90,-196.41,0,1.74,0.63,-0.32,0
1580,,,,,,,,,5885.00,115.84,-121.67,0,1.03,0.25,-0.11,0
1581,,,,,,,,,5780.00,91.61,-90.02,0,0.99,0.20,-0.09,0
1582,,,,,,,,,4500.00,38.73,-38.83,0,0.69,0.02,-0.02,0
1583,0.083000,,,0,,,,,5736.00,100.00,-100.00,0,1.43,0.24,-0.24,0
1584,0.204000,,,0,,,,,5736.00,100.00,-100.00,0,1.43,0.24,-0.24,0
1585,,,,,,,,,5608.00,83.00,-112.79,0,0.94,0.23,-0.07,0
1586,,,,,,,,,4508.00,243.21,-204.59,0,0.69,0.05,-0.04,0
1587,,,,,,,,,5581.00,83.36,-69.91,0,0.90,0.04,-0.03,0
1588,,,,,,,,,5628.00,142.84,-162.16,0,0.92,0.13,-0.08,0
1589,,,,,,,,,5614.00,91.79,-87.50,0,0.91,0.12,-0.06,0
1590,,,,,,,,,4903.00,66.92,-62.59,0,0.74,0.03,-0.04,0
1591,,,,,,,,,5512.00,86.32,-66.78,0,1.30,0.19,-0.26,0
1592,,,,,,,,,5512.00,86.32,-66.78,0,1.30,0.19,-0.26,0
1593,,,,,,,,,4523.00,51.15,-50.38,0,0.67,0.03,-0.05,0
1594,,,,,,,,,5909.00,114.45,-138.71,0,1.05,0.21,-0.11,0
1595,,,,,,,,,5586.00,51.01,-56.05,0,0.93,0.06,-0.05,0
1596,0.060000,,,0,,,,,5983.00,150.00,-150.00,0,1.18,0.23,-0.23,0
1597,0.092000,,,0,,,,,5983.00,150.00,-150.00,0,1.18,0.23,-0.23,0
1598,,,,,,,,,6331.00,166.81,-219.14,0,1.42,0.64,-0.25,0
1599,,,,,,,,,4662.00,43.09,-46.26,0,0.72,0.02,-0.02,0
1600,,,,,,,,,5527.00,128.51,-178.84,0,0.90,0.11,-0.06,0
1601,,,,,,,,,5759.00,107.08,-75.84,0,0.93,0.11,-0.08,0
1602,,,,,,,,,5981.00,78.95,-91.31,0,1.13,0.31,-0.12,0
1603,,,,,,,,,6449.00,123.48,-141.28,0,1.55,0.69,-0.30,0
1604,,,,,,,,,6133.00,118.39,-160.70,0,1.21,0.43,-0.15,0
1605,,,,,,,,,5193.00,74.46,-55.99,0,0.79,0.03,-0.03,0
1606,,,,,,,,,5911.00,102.08,-101.96,0,1.04,0.23,-0.10,0
1607,,,,,,,,,6086.00,98.49,-194.89,0,1.28,1.15,-0.19,0
1608,0.067000,,,0,,,,,6090.00,120.00,-120.00,0,1.27,0.24,-0.24,0
1609,0.103000,,,0,,,,,6090.00,120.00,-120.00,0,1.27,0.24,-0.24,0
1610,,,,,,,,,3827.00,45.42,-59.63,0,0.53,0.03,-0.05,0
1611,,,,,,,,,3827.00,45.42,-59.63,0,0.53,0.03,-0.05,0
1612,,,,,,,,,4439.00,82.58,-77.72,0,0.67,0.03,-0.04,0
1613,,,,,,,,,6118.00,107.49,-116.34,0,1.16,0.33,-0.14,0
1614,,,,,,,,,4776.00,158.62,-111.78,0,0.72,0.04,-0.04,0
1615,,,,,,,,,6168.00,136.72,-202.44,0,1.24,0.49,-0.19,0
1616,,,,,,,,,5352.00,68.59,-62.37,0,0.83,0.06,-0.04,0
1617,,,,,,,,,5106.00,65.11,-84.13,0,0.78,0.04,-0.04,0
1618,,,,,,,,,5597.00,92.01,-91.12,0,0.90,0.13,-0.07,0
1619,,,,,,,,,5181.00,58.32,-55.42,0,0.79,0.04,-0.05,0
1620,,,,,,,,,4709.00,46.37,-55.60,0,0.72,0.02,-0.02,0
1621,0.106000,,,0,,,,,6165.00,100.00,-100.00,0,1.35,0.25,-0.25,0
1622,0.133000,,,0,,,,,6165.00,100.00,-100.00,0,1.35,0.25,-0.25,0
1623,,,,,,,,,6778.00,324.31,-343.47,0,1.83,0.63,-0.41,0
1624,,,,,,,,,5131.00,55.23,-57.72,0,0.79,0.04,-0.04,0
1625,,,,,,,,,4857.00,51.17,-72.62,0,0.74,0.03,-0.03,0
1626,,,,,,,,,4839.00,102.94,-109.75,0,0.72,0.04,-0.04,0
1627,,,,,,,,,6805.00,136.21,-160.28,0,1.79,0.62,-0.31,0
1628,,,,,,,,,5770.00,86.40,-88.36,0,1.05,0.15,-0.10,0
1629,,,,,,,,,5770.00,86.40,-88.36,0,1.05,0.15,-0.10,0
1630,,,,,,,,,4070.00,63.00,-54.22,0,0.60,0.03,-0.04,0
1631,,,,,,,,,4106.00,55.83,-57.12,0,0.60,0.03,-0.05,0
1632,,,,,,,,,5906.00,120.57,-160.03,0,1.08,0.22,-0.11,0
1633,,,,,,,,,5761.00,132.70,-110.01,0,0.99,0.15,-0.08,0
1634,0.077000,,,0,,,,,5187.00,100.00,-100.00,0,0.80,0.06,-0.06,0
1635,0.130000,,,0,,,,,5187.00,100.00,-100.00,0,0.80,0.06,-0.06,0
1636,,,,,,,,,6202.00,115.03,-131.46,0,1.29,0.46,-0.18,0
1637,,,,,,,,,6202.00,115.03,-131.46,0,1.29,0.46,-0.18,0
1638,,,,,,,,,5361.00,70.81,-74.06,0,0.83,0.07,-0.06,0
1639,,,,,,,,,5361.00,70.81,-74.06,0,0.83,0.07,-0.06,0
1640,,,,,,,,,5677.00,76.20,-103.14,0,0.97,0.26,-0.08,0
1641,,,,,,,,,6299.00,169.62,-170.73,0,1.33,0.62,-0.20,0
1642,,,,,,,,,5323.00,108.36,-85.42,0,0.81,0.06,-0.06,0
1643,,,,,,,,,6704.00,142.25,-207.96,0,1.78,0.69,-0.34,0
1644,,,,,,,,,5659.00,64.10,-77.43,0,0.97,0.18,-0.07,0
1645,,,,,,,,,5218.00,42.47,-53.61,0,0.82,0.05,-0.04,0
1646,,,,,,,,,4407.00,93.22,-65.02,0,0.67,0.02,-0.02,0
1647,,,,,,,,,5188.00,78.92,-114.14,0,0.79,0.05,-0.05,0
1648,,,,,0.00021,0.00019,-0.00012,0,3841.00,49.00,-49.00,0,0.44,0.02,-0.02,0
1649,,,,,0.00620,0.00602,-0.00352,0,3841.00,49.00,-49.00,0,0.44,0.02,-0.02,0
1650,,,,,0.00201,0.00212,-0.00122,0,3841.00,49.00,-49.00,0,0.44,0.02,-0.02,0
1651,,,,,,,,,5570.00,64.32,-82.20,0,0.94,0.16,-0.06,0
1652,,,,,,,,,5747.00,83.75,-73.16,0,0.94,0.11,-0.07,0
1653,,,,,,,,,6161.00,92.38,-96.56,0,1.72,0.35,-0.31,0
1654,,,,,,,,,6370.00,285.54,-259.89,0,1.44,0.64,-0.29,0
1655,,,,,,,,,4919.00,158.66,-126.82,0,0.74,0.04,-0.04,0
1656,,,,,,,,,5732.00,65.47,-58.33,0,1.29,0.30,-0.20,0
1657,,,,,,,,,5733.00,71.22,-88.00,0,1.03,0.31,-0.10,0
1658,,,,,,,,,5046.00,67.56,-88.55,0,0.77,0.04,-0.03,0
1659,,,,,,,,,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0
1660,,,,,,,,,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0
1661,,,,,,,,,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0
1662,,,,,,,,,4098.00,48.16,-51.90,0,0.61,0.02,-0.03,0
1663,,,,,,,,,5078.00,47.05,-46.72,0,0.74,0.02,-0.02,0
1664,0.127000,,,0,,,,,5594.00,100.00,-100.00,0,1.30,0.25,-0.25,0
1665,0.586000,,,0,,,,,5594.00,100.00,-100.00,0,1.30,0.25,-0.25,0
1666,,,,,,,,,5753.00,141.59,-169.25,0,0.98,0.20,-0.10,0
1667,,,,,,,,,5840.00,90.40,-77.55,0,1.10,0.17,-0.11,0
1668,,,,,,,,,5479.00,80.63,-80.97,0,0.85,0.09,-0.07,0
1669,,,,,,,,,5697.00,65.18,-56.74,0,0.92,0.05,-0.04,0
1670,,,,,,,,,6481.00,65.36,-62.24,0,2.55,0.35,-0.39,0
1671,,,,,,,,,6138.00,66.83,-60.63,0,1.23,0.12,-0.08,0
1672,,,,,,,,,6195.00,181.71,-189.71,0,1.27,0.46,-0.18,0
1673,,,,,,,,,6026.00,97.07,-95.81,0,1.12,0.11,-0.08,0
1674,,,,,,,,,6126.00,115.41,-125.42,0,1.18,0.37,-0.14,0
1675,,,,,,,,,6126.00,115.41,-125.42,0,1.18,0.37,-0.14,0
1676,,,,,,,,,5735.00,112.36,-112.34,0,0.96,0.16,-0.08,0
1677,,,,,8.40000,0.35000,-0.34000,0,6395.00,60.00,-60.00,0,2.05,0.11,-0.08,0
1678,0.045000,,,0,,,,,6077.00,136.00,-136.00,0,1.29,0.24,-0.24,0
1679,0.414000,,,0,,,,,6077.00,136.00,-136.00,0,1.29,0.24,-0.24,0
1680,,,,,,,,,5044.00,43.82,-45.77,0,0.78,0.04,-0.03,0
1681,,,,,,,,,5964.00,104.96,-124.67,0,1.10,0.23,-0.12,0
1682,,,,,,,,,5416.00,64.99,-74.47,0,0.87,0.08,-0.05,0
1683,,,,,,,,,6060.00,144.25,-145.90,0,1.15,0.29,-0.13,0
1684,,,,,,,,,5261.00,99.17,-104.59,0,0.80,0.05,-0.05,0
1685,,,,,,,,,5925.00,156.83,-211.16,0,1.07,0.23,-0.12,0
1686,,,,,,,,,5892.00,61.02,-55.69,0,1.12,0.18,-0.11,0
1687,,,,,,,,,6010.00,158.66,-154.68,0,1.15,0.27,-0.14,0
1688,,,,,,,,,6170.00,99.15,-2360.24,0,1.35,104.53,-0.23,0
1689,,,,,,,,,5160.00,76.61,-73.84,0,0.79,0.04,-0.04,0
1690,0.039000,,,0,,,,,4910.00,100.00,-100.00,0,0.79,0.04,-0.04,0
1691,0.067000,,,0,,,,,4910.00,100.00,-100.00,0,0.79,0.04,-0.04,0
1692,,,,,,,,,4092.00,100.24,-77.85,0,0.60,0.03,-0.04,0
1693,,,,,,,,,5664.00,67.78,-68.48,0,0.92,0.13,-0.07,0
1694,,,,,,,,,5880.00,80.65,-68.91,0,1.27,0.23,-0.18,0
1695,,,,,,,,,5196.00,117.54,-117.21,0,0.80,0.05,-0.05,0
1696,,,,,,,,,4951.00,74.11,-76.49,0,0.75,0.03,-0.04,0
1697,,,,,,,,,5267.00,55.51,-59.06,0,0.84,0.06,-0.04,0
1698,,,,,,,,,6019.00,321.69,-283.99,0,1.15,0.43,-0.18,0
1699,,,,,,,,,5839.00,93.84,-137.75,0,1.02,0.20,-0.09,0
1700,,,,,,,,,4770.00,59.97,-63.35,0,0.72,0.02,-0.03,0
1701,,,,,,,,,5796.00,113.94,-157.22,0,1.01,0.23,-0.10,0
1702,0.032000,,,0,,,,,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0
1703,0.057000,,,0,,,,,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0
1704,0.242000,,,0,,,,,5790.00,100.00,-100.00,0,1.27,0.24,-0.24,0
1705,,,,,,,,,5187.00,207.12,-171.94,0,0.79,0.07,-0.06,0
1706,,,,,,,,,6335.00,73.18,-69.44,0,1.42,0.29,-0.16,0
1707,,,,,,,,,6194.00,143.17,-121.64,0,1.23,0.24,-0.15,0
1708,,,,,,,,,4939.00,85.32,-84.66,0,0.75,0.03,-0.04,0
1709,,,,,,,,,5838.00,94.69,-90.41,0,1.07,0.14,-0.09,0
1710,,,,,,,,,5718.00,170.34,-173.56,0,0.95,0.16,-0.09,0
1711,,,,,,,,,5831.00,81.81,-107.42,0,1.02,0.21,-0.09,0
1712,,,,,,,,,5793.00,120.55,-179.64,0,1.01,0.20,-0.10,0
1713,,,,,,,,,6184.00,53.72,-58.83,0,1.36,0.10,-0.08,0
1714,,,,,,,,,5902.00,68.85,-77.00,0,1.07,0.28,-0.10,0
1715,0.127000,,,0,,,,,5848.00,168.00,-168.00,0,1.36,0.32,-0.32,0
1716,0.181000,,,0,,,,,5848.00,168.00,-168.00,0,1.36,0.32,-0.32,0
1717,,,,,,,,,4796.00,46.68,-59.94,0,0.72,0.02,-0.04,0
1718,,,,,,,,,5806.00,77.08,-100.35,0,1.03,0.29,-0.10,0
1719,,,,,,,,,6031.00,121.96,-137.46,0,1.13,0.29,-0.13,0
1720,,,,,,,,,6097.00,97.58,-116.39,0,1.19,0.33,-0.13,0
1721,,,,,,,,,6291.00,88.58,-88.27,0,2.04,0.37,-0.34,0
1722,,,,,,,,,6356.00,74.81,-65.48,0,1.32,0.18,-0.11,0
1723,,,,,,,,,5972.00,141.90,-172.48,0,1.09,0.29,-0.14,0
1724,,,,,,,,,5557.00,78.69,-80.38,0,0.90,0.11,-0.06,0
1725,,,,,,,,,5530.00,56.64,-67.02,0,0.96,0.19,-0.07,0
1726,,,,,,,,,3578.00,54.92,-51.71,0,0.43,0.04,-0.05,0
1727,0.066000,,,0,,,,,6075.00,131.00,-131.00,0,1.24,0.24,-0.24,0
1728,0.094000,,,0,,,,,6075.00,131.00,-131.00,0,1.24,0.24,-0.24,0
1729,,,,,,,,,5698.00,66.72,-68.65,0,0.96,0.17,-0.07,0
1730,,,,,,,,,5802.00,122.74,-150.60,0,1.00,0.16,-0.09,0
1731,,,,,,,,,6394.00,77.00,-77.61,0,1.44,0.13,-0.10,0
1732,,,,,,,,,6289.00,83.36,-68.31,0,1.27,0.12,-0.09,0
1733,,,,,,,,,5810.00,85.52,-70.49,0,1.05,0.12,-0.08,0
1734,,,,,,,,,6150.00,71.30,-60.88,0,1.26,0.26,-0.15,0
1735,,,,,,,,,4865.00,43.69,-52.46,0,0.75,0.01,-0.01,0
1736,,,,,,,,,5722.00,108.69,-88.46,0,0.95,0.16,-0.07,0
1737,,,,,,,,,5774.00,89.88,-66.69,0,0.93,0.12,-0.08,0
1738,,,,,,,,,5979.00,98.77,-97.37,0,1.10,0.23,-0.11,0
1739,,,,,0.11700,0.03600,-0.03600,0,6022.00,,,0,1.98,,,0
1740,,,,,0.25000,0.05200,-0.05200,0,6022.00,,,0,1.98,,,0
1741,,,,,,,,,4524.00,104.75,-94.04,0,0.68,0.03,-0.04,0
1742,,,,,,,,,5782.00,133.65,-186.17,0,0.99,0.18,-0.10,0
1743,,,,,,,,,6101.00,90.21,-112.92,0,2.06,0.28,-0.26,0
1744,,,,,,,,,5665.00,68.09,-70.11,0,0.94,0.15,-0.07,0
1745,,,,,,,,,5448.00,59.86,-64.34,0,0.86,0.08,-0.05,0
1746,,,,,,,,,4075.00,61.23,-57.40,0,0.60,0.03,-0.04,0
1747,,,,,,,,,4231.00,68.40,-85.61,0,0.62,0.04,-0.07,0
1748,,,,,,,,,5866.00,137.28,-119.79,0,1.01,0.15,-0.10,0
1749,,,,,,,,,5653.00,119.66,-136.13,0,0.94,0.14,-0.07,0
1750,,,,,,,,,4828.00,42.43,-40.76,0,0.74,0.02,-0.03,0
1751,0.200000,,,0,,,,,5948.00,100.00,-100.00,0,1.21,0.23,-0.23,0
1752,0.364000,,,0,,,,,5948.00,100.00,-100.00,0,1.21,0.23,-0.23,0
1753,,,,,,,,,4422.00,43.62,-45.02,0,0.67,0.02,-0.04,0
1754,,,,,,,,,4919.00,49.81,-58.16,0,0.74,0.03,-0.04,0
1755,,,,,,,,,5756.00,144.59,-206.50,0,1.00,0.21,-0.10,0
1756,,,,,,,,,5679.00,93.91,-125.80,0,0.95,0.16,-0.08,0
1757,,,,,,,,,5828.00,112.18,-169.63,0,1.01,0.17,-0.09,0
1758,,,,,,,,,5828.00,112.18,-169.63,0,1.01,0.17,-0.09,0
1759,,,,,,,,,4726.00,60.73,-75.37,0,0.71,0.03,-0.04,0
1760,,,,,,,,,5884.00,144.58,-128.07,0,1.02,0.17,-0.10,0
1761,,,,,,,,,5332.00,179.19,-173.73,0,0.82,0.07,-0.06,0
1762,,,,,,,,,5893.00,162.90,-197.95,0,1.05,0.18,-0.11,0
1763,,,,,,,,,5893.00,162.90,-197.95,0,1.05,0.18,-0.11,0
1764,,,,,,,,,5507.00,128.40,-170.81,0,0.89,0.12,-0.06,0
1765,0.113000,,,0,,,,,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0
1766,0.216000,,,0,,,,,6012.00,100.00,-100.00,0,1.47,0.29,-0.29,0
1767,,,,,,,,,4961.00,84.41,-94.64,0,0.76,0.03,-0.04,0
1768,,,,,,,,,5660.00,86.53,-104.98,0,0.93,0.14,-0.07,0
1769,,,,,,,,,6159.00,92.70,-114.64,0,1.25,0.50,-0.18,0
1770,,,,,,,,,6046.00,77.17,-64.08,0,1.09,0.08,-0.06,0
1771,,,,,,,,,5870.00,115.73,-173.32,0,1.04,0.20,-0.11,0
1772,,,,,,,,,6214.00,192.71,-203.22,0,1.28,0.43,-0.19,0
1773,,,,,,,,,5663.00,68.09,-77.19,0,0.96,0.20,-0.07,0
1774,,,,,,,,,5100.00,78.06,-73.51,0,0.78,0.04,-0.04,0
1775,,,,,,,,,5904.00,102.51,-137.72,0,1.06,0.28,-0.11,0
1776,,,,,,,,,5796.00,74.44,-79.45,0,0.98,0.16,-0.08,0
1777,0.028000,,,0,,,,,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0
1778,0.050000,,,0,,,,,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0
1779,,,,,,,,,5272.00,200.00,-200.00,0,0.85,0.41,-0.41,0
1780,,,,,,,,,5156.00,61.41,-70.65,0,0.81,0.04,-0.03,0
1781,,,,,,,,,4908.00,52.54,-65.82,0,0.75,0.03,-0.03,0
1782,,,,,,,,,5381.00,59.20,-59.31,0,0.84,0.08,-0.05,0
1783,,,,,,,,,6337.00,208.71,-223.77,0,1.40,0.60,-0.25,0
1784,,,,,,,,,5730.00,204.01,-127.90,0,0.92,0.13,-0.09,0
1785,,,,,,,,,6087.00,92.28,-89.44,0,1.12,0.07,-0.06,0
